epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,4639.31,0.48823,0.32267,1.19819,0.94293,0.87144,0.93341,0.79122,0.62218,0.52062,1.35685,0.00019325,0.00019325,0.00019325
367,4651.64,0.50257,0.33228,1.20228,0.94478,0.87018,0.9359,0.79133,0.62136,0.51296,1.342,0.0001883,0.0001883,0.0001883
368,4664.29,0.47709,0.3188,1.19276,0.95115,0.86207,0.93542,0.79357,0.61732,0.51801,1.33878,0.00018335,0.00018335,0.00018335
369,4676.93,0.50143,0.32964,1.22279,0.95502,0.86142,0.93619,0.79849,0.61255,0.52184,1.33685,0.0001784,0.0001784,0.0001784
370,4689.75,0.48691,0.31905,1.2272,0.95728,0.86366,0.93631,0.7963,0.61294,0.5189,1.34002,0.00017345,0.00017345,0.00017345
371,4702.17,0.4652,0.31395,1.16669,0.95099,0.86584,0.93437,0.79238,0.61518,0.52238,1.34274,0.0001685,0.0001685,0.0001685
372,4715.3,0.49376,0.32771,1.21448,0.95296,0.86292,0.93346,0.79316,0.61655,0.51867,1.34056,0.00016355,0.00016355,0.00016355
373,4727.85,0.48858,0.32533,1.1878,0.95096,0.86531,0.93107,0.79147,0.61465,0.52466,1.33208,0.0001586,0.0001586,0.0001586
374,4740.64,0.48992,0.32038,1.22972,0.95277,0.85923,0.93194,0.79107,0.61664,0.53215,1.33427,0.00015365,0.00015365,0.00015365
375,4753.63,0.48014,0.31517,1.16843,0.94841,0.85764,0.93196,0.79158,0.61532,0.5361,1.34228,0.0001487,0.0001487,0.0001487
376,4766.72,0.48446,0.32322,1.20039,0.95221,0.85598,0.93246,0.78909,0.62201,0.52892,1.346,0.00014375,0.00014375,0.00014375
377,4779.36,0.49499,0.32613,1.21374,0.94206,0.86815,0.93137,0.78837,0.62258,0.52269,1.34595,0.0001388,0.0001388,0.0001388
378,4791.79,0.48043,0.31375,1.17483,0.94675,0.86554,0.93072,0.78756,0.62798,0.5277,1.34668,0.00013385,0.00013385,0.00013385
379,4804.12,0.4713,0.3165,1.18471,0.94682,0.86672,0.93104,0.78973,0.62124,0.53082,1.34209,0.0001289,0.0001289,0.0001289
380,4816.49,0.48992,0.3155,1.22016,0.95034,0.86613,0.93129,0.79121,0.62101,0.53082,1.33562,0.00012395,0.00012395,0.00012395
381,4828.91,0.48997,0.32733,1.19654,0.94248,0.86411,0.93125,0.79091,0.62038,0.52589,1.33139,0.000119,0.000119,0.000119
382,4841.53,0.4839,0.32085,1.21152,0.94883,0.86207,0.93237,0.79494,0.62066,0.528,1.33249,0.00011405,0.00011405,0.00011405
383,4854.18,0.4842,0.3213,1.21513,0.94989,0.86613,0.93331,0.79274,0.62338,0.52738,1.33617,0.0001091,0.0001091,0.0001091
384,4866.68,0.47409,0.30816,1.16631,0.9558,0.85598,0.93367,0.79098,0.62449,0.52333,1.34175,0.00010415,0.00010415,0.00010415
385,4879.49,0.48935,0.31635,1.2001,0.95412,0.85801,0.93357,0.79211,0.62345,0.52567,1.34624,9.92e-05,9.92e-05,9.92e-05
386,4892.21,0.48309,0.31932,1.16127,0.94497,0.87082,0.93381,0.79301,0.61881,0.52268,1.34377,9.425e-05,9.425e-05,9.425e-05
387,4904.76,0.47701,0.31482,1.20364,0.94267,0.86721,0.93371,0.79175,0.61818,0.5184,1.34168,8.93e-05,8.93e-05,8.93e-05
388,4917.49,0.49146,0.31697,1.2227,0.93412,0.87424,0.93439,0.79251,0.61849,0.51619,1.33953,8.435e-05,8.435e-05,8.435e-05
389,4929.88,0.48656,0.31603,1.16647,0.9348,0.87247,0.93377,0.79327,0.61803,0.51205,1.33631,7.94e-05,7.94e-05,7.94e-05
390,4942.63,0.46799,0.30978,1.17072,0.93748,0.87018,0.93352,0.79133,0.61997,0.51202,1.33604,7.445e-05,7.445e-05,7.445e-05
391,4976.43,0.4369,0.29431,1.11519,0.92724,0.87891,0.93202,0.79026,0.62507,0.5125,1.34273,6.95e-05,6.95e-05,6.95e-05
392,4988.63,0.4158,0.27548,1.11709,0.93794,0.86815,0.92841,0.78674,0.62967,0.51612,1.35023,6.455e-05,6.455e-05,6.455e-05
393,5000.99,0.43228,0.28999,1.14054,0.95226,0.84966,0.92671,0.78564,0.63003,0.52054,1.35312,5.96e-05,5.96e-05,5.96e-05
394,5013.48,0.42235,0.28005,1.12445,0.95287,0.85396,0.92813,0.78591,0.63099,0.52013,1.35732,5.465e-05,5.465e-05,5.465e-05
395,5025.99,0.41726,0.27739,1.11066,0.94834,0.85637,0.92829,0.78623,0.63026,0.51875,1.35439,4.97e-05,4.97e-05,4.97e-05
396,5038.35,0.4172,0.27477,1.14065,0.9525,0.85801,0.92884,0.78693,0.62924,0.52029,1.3566,4.475e-05,4.475e-05,4.475e-05
397,5050.72,0.41839,0.28122,1.1337,0.9548,0.85697,0.92839,0.78589,0.63007,0.52077,1.35598,3.98e-05,3.98e-05,3.98e-05
398,5063.09,0.42152,0.27597,1.14304,0.95384,0.85598,0.92731,0.78434,0.63069,0.52283,1.35419,3.485e-05,3.485e-05,3.485e-05
399,5075.28,0.42222,0.28039,1.11642,0.95438,0.85801,0.9278,0.78518,0.62975,0.52389,1.35308,2.99e-05,2.99e-05,2.99e-05
400,5087.46,0.41915,0.27585,1.10626,0.95444,0.85801,0.92883,0.78625,0.62714,0.52159,1.35098,2.495e-05,2.495e-05,2.495e-05
